baseline,noise_std,noise_threshold,peak_index,amplitude,area_total,area_after_peak,area_short,area_long,psd,signal_start_index,signal_end_index,signal_width_noise,tail_mean,tail_std,tail_max,area_to_amplitude,tail_to_amplitude,mean_after_5,mean_after_10,mean_after_20,decay_ratio_3,decay_ratio_5,decay_ratio_10,decay_ratio_20,decay_ratio_30,meta_1,meta_2
14822.22,2.6251857077166942,7.875557123150083,149,478.21999999999935,3333.0199999998094,2552.07999999986,1813.7599999999948,2171.439999999966,0.16472018568322255,146,183,38,36.1906666666661,93.72700211903835,478.21999999999935,6.969637405377889,5.336623311446329,319.21999999999935,188.71999999999935,101.76999999999934,0.4835013173853031,0.19911337877964008,0.03182635607042651,0.008824390447909647,0.0046422148801793075,732,83
14822.3,3.0215889859476257,9.064766957842878,149,234.29999999999927,2798.8999999997504,2198.6999999998116,994.3999999999942,1516.49999999996,0.3442795911638507,145,199,55,25.274999999999334,46.46027200738279,234.29999999999927,11.94579598804848,9.384122919333413,162.09999999999928,106.99999999999928,64.79999999999927,0.5006402048655554,0.28297055057618214,0.17200170721297225,0.09517712334613462,0.022620571916343528,1779,54
14821.5,2.515949125081825,7.547847375245475,150,1658.5,11060.0,8542.0,6786.0,7958.0,0.14727318421713997,145,207,63,132.63333333333333,338.7315784248971,1658.5,6.668676514923123,5.15043714199578,1166.9,705.7,377.0,0.5399457340970757,0.2631896291829967,0.060596924932167624,0.008742839915586373,0.01175761230027133,365,313
14822.28,2.425201022595859,7.275603067787577,151,4681.280000000001,36558.040000000256,27137.60000000021,18177.240000000005,24445.800000000032,0.25642687087352506,145,210,66,407.4300000000005,884.7073682862599,4681.280000000001,7.8094111012373215,5.797046961514844,3061.080000000001,1921.8800000000003,1080.0300000000002,0.48133843735046833,0.2527684735798757,0.08892439674618921,0.03039339667783184,0.015653838266457176,80,1004
14822.5,2.137755832643195,6.413267497929585,150,1063.5,9504.5,8039.5,4863.0,6910.0,0.2962373371924747,100,209,110,115.16666666666667,226.30412182626185,1063.5,8.937000470145746,7.559473436765397,801.9,522.2,297.55,0.6069581570286788,0.32016925246826516,0.11706629055007052,0.05594734367653973,0.03149976492712741,1482,241
14821.98,2.8669844785069905,8.600953435520971,149,369.97999999999956,2812.239999999896,2165.6399999999267,1564.8399999999965,1839.0999999999804,0.14912729052253101,144,195,52,30.65166666666634,79.06273224823151,369.97999999999956,7.601059516730362,5.853397480944724,275.5799999999996,162.07999999999956,85.47999999999956,0.6107897724201303,0.2269852424455367,0.06211146548461968,0.026974431050325896,0.0,1701,67
14821.9,2.539685019840059,7.619055059520177,149,191.89999999999964,2268.9999999998945,1686.5999999999221,815.1999999999971,1217.49999999998,0.3304312114989647,145,201,57,20.291666666666334,38.53739435780379,191.89999999999964,11.823866597185507,8.788952579468084,137.49999999999963,85.49999999999963,50.799999999999635,0.6352266805627924,0.2496091714434587,0.06722251172485492,0.07243355914538646,0.0203230849400711,1966,43
14822.7,2.4758836806279896,7.427651041883969,151,7782.700000000001,50053.200000000266,35842.40000000021,29379.600000000006,34349.00000000003,0.14467378962997524,145,210,66,572.4833333333338,1500.698194082415,7782.700000000001,6.431341308286361,4.605394014930578,5075.300000000001,3064.500000000001,1641.8000000000006,0.458799645367289,0.21980803577164745,0.05482673108304325,0.012681974122091398,0.004458606910198354,5,1481
14824.08,2.4886944368483648,7.466083310545095,150,855.0799999999999,5886.8399999999765,4396.479999999983,3391.6399999999994,3975.7599999999966,0.14692033724369621,145,181,37,66.2626666666666,169.85255179975627,855.0799999999999,6.884548814146018,5.1416007858913595,579.0799999999999,356.2799999999999,192.77999999999992,0.5193432193478972,0.2620573513589371,0.06675398793095375,0.023483182860083184,0.010618889460635179,1107,163
14820.88,2.4136279746472944,7.240883923941883,149,399.8799999999992,2631.6399999997975,1943.7599999998583,1427.0399999999936,1648.0799999999672,0.13411970292702902,146,166,21,27.467999999999453,73.21218124510875,399.8799999999992,6.581074322296196,4.860858257476899,243.2799999999992,148.0799999999992,79.8799999999992,0.40232069620886146,0.22226668000399966,0.034710413123935246,0.004701410423124946,0.009702910873259996,998,65
14822.2,2.545584412271571,7.636753236814712,150,362.2000000000007,3955.800000000232,3004.6000000001804,1590.6000000000058,2427.0000000000437,0.3446229913473518,146,208,63,40.45000000000073,73.42924599004587,362.2000000000007,10.921590281612987,8.295416896742612,251.20000000000073,177.30000000000072,106.80000000000072,0.5499723909442306,0.3815571507454458,0.16068470458310494,0.04748757592490528,0.00883489784649564,1482,95
14821.44,2.926841300788275,8.780523902364825,147,146.4400000000005,1317.7200000001212,983.8800000000901,541.5200000000041,670.9200000000219,0.19286949263699638,144,169,26,11.182000000000365,28.53064357259874,146.4400000000005,8.998361103524424,6.718656104889967,96.0400000000005,55.54000000000051,29.546000000000458,0.4195574979513814,0.23518164435946728,0.0030046435400198565,0.0,0.009833378858238899,1060,20
14821.1,2.4433583445741234,7.33007503372237,150,761.1000000000004,5105.200000000099,3606.500000000071,2830.800000000003,3321.50000000002,0.14773445732350268,20,176,157,55.35833333333367,145.50412627787875,761.1000000000004,6.707659965839044,4.738536328997594,486.9000000000004,297.30000000000035,156.70000000000036,0.4363421363815533,0.20641177243463446,0.042175798186835305,0.014584154513205043,0.005386939955328291,826,144
14822.92,2.8624465060503748,8.587339518151124,150,581.9200000000001,4449.32000000002,3194.440000000015,2293.3600000000006,2707.3200000000033,0.15290397884254622,146,206,61,45.12200000000006,115.48433092559932,581.9200000000001,7.645930712125411,5.489483090459195,393.7200000000001,237.82000000000008,127.22000000000007,0.4569700302447072,0.25762991476491626,0.04626065438548266,0.023920813857575045,0.0,1169,114
14822.38,2.505114767830009,7.515344303490028,151,4623.379999999999,37999.41999999967,29567.499999999738,18849.039999999994,26272.799999999945,0.2825644773301653,145,210,66,437.8799999999991,903.2239755453794,4623.379999999999,8.218969671538934,6.395213025967959,3137.979999999999,2006.5799999999988,1147.0299999999988,0.4979863216953829,0.2713123299404331,0.1064978435689905,0.04225912643996367,0.023009140498942163,419,1022
14823.84,2.44425857879235,7.33277573637705,148,219.84000000000015,2393.3200000000434,1982.5200000000332,979.7200000000012,1462.5600000000086,0.33013346461000204,145,205,61,24.376000000000143,46.091414211325734,219.84000000000015,10.886644832605722,9.018013100436827,164.04000000000013,103.64000000000014,59.44000000000015,0.5815138282387193,0.2949417758369728,0.09024745269286814,0.04475982532751155,0.058406113537118526,1466,45
14822.3,2.8301943396169813,8.490583018850945,151,1298.2999999999993,12015.299999999737,9315.499999999793,5550.399999999994,8042.999999999956,0.30990923784657165,146,210,65,134.04999999999927,261.5669847285777,1298.2999999999993,9.25464068397115,7.175152122005544,922.6999999999992,592.4999999999993,341.2999999999993,0.5601940999768926,0.29831317877224023,0.10267272587229404,0.0433643995994757,0.0271894015250707,1732,309
14821.44,1.6989408465276241,5.096822539582872,150,462.4400000000005,4685.880000000167,3705.080000000131,1956.520000000004,2992.96000000003,0.3462926333796695,16,208,193,49.88266666666717,89.79481762824005,462.4400000000005,10.132946976905462,8.012023181385967,317.8400000000005,209.24000000000052,126.14000000000051,0.539399705907794,0.31883055099039953,0.1501600207594508,0.04203788599602216,0.04852521408182788,1544,113
14823.26,2.855240795449659,8.565722386348977,150,1541.2600000000002,13675.300000000088,11291.72000000007,6874.080000000002,9778.600000000013,0.29702820444644507,145,209,65,162.9766666666669,318.0409874878114,1541.2600000000002,8.872805367037415,7.326291475805554,1116.2600000000002,736.7600000000002,424.81000000000023,0.5503678808247798,0.346638464632833,0.11630743677251093,0.03455614237701635,0.035853781970595626,505,349
14821.82,2.6509620895063737,7.952886268519121,149,701.8199999999997,5985.419999999918,4862.399999999936,3189.5599999999977,4270.559999999983,0.2531283953392505,145,207,63,71.17599999999972,148.04258062237813,701.8199999999997,8.52842609216027,6.928272206548599,522.2199999999997,337.7199999999997,191.36999999999972,0.5796643013878201,0.35311048416972984,0.13368100082642237,0.031090593029551337,0.02111652560485554,83,153
14822.36,2.651490147068248,7.9544704412047444,151,5852.360000000001,38163.840000000215,29827.600000000166,24467.880000000005,28671.600000000035,0.14661616372996364,98,209,112,477.8600000000006,1225.9079288429455,5852.360000000001,6.521102597926343,5.096678946613018,4217.56,2549.2600000000007,1369.0600000000006,0.5444572787730079,0.2584188259095477,0.059182962087089744,0.013218598992543277,0.006725491938295077,755,1128
14822.78,2.360423690780958,7.081271072342874,149,199.78000000000065,1771.3600000001388,1186.7800000000989,734.2400000000052,899.4200000000255,0.1836516866425203,146,180,35,14.990333333333759,38.08187714065002,199.78000000000065,8.866553208530048,5.9404344779261935,129.18000000000066,76.68000000000066,41.69100000000062,0.3893282610871979,0.18410251276404313,0.04394834317749838,0.02893182500751144,0.018920812894186817,1466,37
14821.74,2.621526272994417,7.864578818983251,151,7105.74,43942.63999999992,33866.09999999995,27959.92,32606.39999999998,0.14250208548015064,145,210,66,543.4399999999997,1421.7136994955536,7105.74,6.184104681567285,4.766020147092344,4840.94,2902.9399999999996,1557.1399999999994,0.4944931843833295,0.22991834770199865,0.052174720718742844,0.012347763920436124,0.007703631148902125,537,1305
14822.52,2.751290606242823,8.25387181872847,150,1179.5200000000004,8413.960000000141,6645.960000000108,5065.1600000000035,6040.160000000025,0.1614195650446375,146,208,63,100.66933333333375,250.32942305334828,1179.5200000000004,7.13337628865991,5.634461475854675,866.1200000000005,528.5200000000004,284.9200000000004,0.546425664677157,0.28784590341833993,0.07165626695605026,0.01315789473684247,0.008918882257189733,1091,232
14822.94,2.148580927030676,6.4457427810920285,149,666.9400000000005,4766.200000000143,3688.800000000112,2626.520000000004,3165.8800000000265,0.1703665331598222,128,205,78,52.76466666666711,132.14337568800877,666.9400000000005,7.146369988305003,5.530932317749887,447.54000000000053,277.04000000000053,150.1400000000005,0.4407293009865959,0.2323147509521102,0.07637868473925762,0.004408192641017944,0.0014094221369246238,185,122
14823.22,2.309025768587263,6.927077305761788,150,1224.2199999999993,8652.299999999761,6651.379999999817,4968.759999999995,5888.759999999962,0.15622983446429692,145,204,60,98.14599999999936,251.2448343827192,1224.2199999999993,7.067602228357456,5.433157439022252,863.2199999999993,515.4199999999994,276.41999999999933,0.5098920128735028,0.2452336998251944,0.05490843149107136,0.017333485811373246,0.009165019359264961,708,234
14821.42,2.50671099251589,7.52013297754767,149,340.4200000000001,2568.8200000000197,1976.5800000000145,1357.3600000000006,1633.1600000000035,0.1688750642925386,67,173,107,27.219333333333392,66.45360045090777,340.4200000000001,7.546031373009868,5.806298102344204,230.02000000000007,141.62000000000006,76.52000000000007,0.5388050055813408,0.24505023206627125,0.06585982022207881,0.02473415192996907,0.021796604194818374,1701,62
14821.86,2.946251856172517,8.838755568517552,151,6205.860000000001,38263.9800000002,30569.78000000016,25211.880000000005,29539.600000000035,0.1465057075925207,146,208,63,492.3266666666672,1267.089808270204,6205.860000000001,6.165782018930527,4.925953856516285,4341.06,2636.3600000000006,1408.7600000000007,0.5301215302955594,0.24522950888353917,0.057342576210227196,0.011095964137122103,0.00835661777739114,1294,1136
14822.16,2.671029763967448,8.013089291902343,149,750.1599999999999,7086.279999999948,5991.959999999959,3473.279999999999,5020.599999999991,0.3081942397323019,146,207,62,83.67666666666652,159.633485591909,750.1599999999999,9.446358110269742,7.987575983790072,563.9599999999998,371.7599999999999,218.80999999999986,0.6027514130318865,0.36013650421243454,0.12152074224165495,0.0482030500159964,0.013543777327503274,37,173
14820.98,2.6267089675104853,7.880126902531456,151,1938.9799999999996,12525.219999999874,9238.759999999907,7519.8399999999965,8783.839999999975,0.1439006174975844,146,210,65,146.3973333333329,386.75799648646205,1938.9799999999996,6.459695303716323,4.764752601883417,1314.5799999999995,784.2799999999995,421.8299999999996,0.4791075720224034,0.2171141528019885,0.061362159485915065,0.015977472691827442,0.002052625607277829,1810,367
14822.84,2.9823480682173904,8.94704420465217,150,331.84000000000015,3465.760000000042,2569.800000000032,1351.7200000000012,2008.0400000000081,0.3268460787633734,146,197,52,33.46733333333347,62.23841921371576,331.84000000000015,10.444069431051231,7.74409353905506,219.24000000000015,143.04000000000013,82.44000000000014,0.5268804243008681,0.3099083895853426,0.08088235294117688,0.014585342333655205,0.023625843780135432,1951,76
14822.14,2.529901183840982,7.5897035515229465,151,10475.14,77349.09999999976,60964.039999999804,43025.119999999995,55907.399999999965,0.23042173308005698,145,210,66,931.7899999999994,2101.8871586029545,10475.14,7.384063602013889,5.81987830234248,7290.74,4538.44,2532.8399999999992,0.5167606351800549,0.268267536281138,0.08478550167348593,0.025406820338439336,0.018151547377887017,80,2161
14823.28,2.1637005338077633,6.49110160142329,148,243.28000000000065,2063.9200000002056,1514.960000000152,819.2400000000052,1033.8800000000301,0.20760629860333754,109,188,80,17.231333333333836,43.402234100203806,243.28000000000065,8.48372245971802,6.227227885564567,146.48000000000064,84.58000000000065,48.280000000000655,0.420420914172971,0.17790200591910776,0.07102926668859177,0.017592897073333787,0.013482407102929325,123,37
14822.62,2.2617692189964917,6.785307656989476,152,11550.62,75102.18000000031,54289.200000000244,44238.96000000001,52078.200000000055,0.1505282440637357,103,211,109,867.9700000000009,2243.2657356705054,11550.62,6.502004221418444,4.700111336014884,7631.8200000000015,4620.420000000001,2477.2700000000013,0.46790735042794246,0.23346106096469285,0.05779949474573666,0.014078897929288712,0.006719985593846979,1279,2225
14821.46,2.829911659398576,8.489734978195727,151,2782.459999999999,23935.619999999653,18158.279999999722,11471.679999999993,16088.599999999948,0.28696841241624316,142,210,69,268.14333333333246,549.8249870539614,2782.459999999999,8.602323124141824,6.525980607088593,1925.4599999999991,1215.259999999999,699.1099999999991,0.5101456984107586,0.27366431143664216,0.10798358287270948,0.039698683898420524,0.030354434565096768,560,641
14821.98,2.908539152220578,8.725617456661734,147,222.97999999999956,2065.779999999886,1724.0999999999149,1092.8399999999965,1310.1599999999817,0.16587287048909155,145,169,25,21.835999999999693,51.88029861132252,222.97999999999956,9.26441833348233,7.7320835949408835,182.77999999999957,114.77999999999956,60.58399999999965,0.6905552067449989,0.35420217059825865,0.08960444882948965,0.008879720154271985,0.008879720154271985,60,39
14822.08,2.5206348406701036,7.561904522010311,150,1431.08,9428.87999999998,7363.559999999985,5915.639999999999,7046.799999999996,0.16052108758585412,146,206,61,117.44666666666659,298.12430107069247,1431.08,6.5886463370321575,5.145456578248585,1014.0799999999999,617.3799999999999,334.62999999999994,0.5227380719456634,0.23344606870335688,0.05316264639293396,0.00704363138329089,0.002850993655141521,740,274
14822.5,2.4020824298928627,7.206247289678588,149,575.5,3753.0,2793.0,2116.0,2466.0,0.14193025141930252,145,181,37,41.1,111.11554796696994,575.5,6.52128583840139,4.853171155516942,373.7,219.2,114.775,0.4370112945264987,0.17810599478714162,0.04257167680278019,0.018245004344048653,0.0,107,98
14823.14,2.863634054833124,8.590902164499372,149,358.1399999999994,2578.0799999998126,1961.8799999998591,1123.1199999999953,1441.4199999999691,0.22082390975564417,146,205,60,24.023666666666152,62.27524457242663,358.1399999999994,7.198525716199857,5.477969509130123,198.3399999999994,119.23999999999941,66.58999999999942,0.26844250851622153,0.15116993354553948,0.061819400234543624,0.008767521081139842,0.005975316915171222,1669,55
14821.68,2.6187019685332653,7.8561059055997955,152,10061.68,64065.7200000001,45525.200000000084,37624.44,43931.80000000002,0.143571626930834,146,211,66,732.1966666666669,1937.8181501512356,10061.68,6.367298502834527,4.524612191999754,6540.280000000001,3913.4800000000005,2091.7300000000005,0.45287466904135293,0.21305388364567351,0.05075494350843997,0.01209340786031759,0.007720380691892436,1326,1908
14822.26,2.3393161393877486,7.017948418163246,151,1984.2600000000002,16965.64000000008,13564.660000000064,8665.080000000002,12072.600000000013,0.2822523731424886,79,210,132,201.2100000000002,407.71760754227915,1984.2600000000002,8.5501093606685,6.836130345821648,1426.0600000000002,928.5600000000002,532.9600000000003,0.5736445828671647,0.31762974610182143,0.12309878745728896,0.05304748369669308,0.020289679779867665,1544,455
14822.24,2.6650328328183877,7.995098498455163,149,932.2399999999998,6329.759999999929,5031.679999999949,3761.9199999999983,4487.199999999988,0.16163308967730247,145,200,56,74.78666666666646,187.25757471698947,932.2399999999998,6.789839526302165,5.397408392688525,643.2399999999998,389.63999999999976,212.93999999999977,0.5237277954174889,0.25448382390800633,0.07534540461683666,0.007766240453101973,0.005620870162189761,21,166
14822.4,2.6758176320519302,8.02745289615579,149,496.39999999999964,5317.3999999998705,4497.199999999899,2420.199999999997,3723.999999999978,0.35010741138560386,145,208,64,62.0666666666663,109.33277438881517,496.39999999999964,10.711925866236653,9.05962933118433,393.19999999999965,261.7999999999996,158.49999999999963,0.6817082997582592,0.3976631748589842,0.17203867848509205,0.07534246575342397,0.0370668815471387,716,126
14821.32,2.8385911998736275,8.515773599620882,150,1848.3199999999997,12192.7599999999,9381.639999999927,7387.559999999998,8781.199999999983,0.15870723819067867,145,209,65,146.35333333333304,374.75387330293944,1848.3199999999997,6.596671572022108,5.075766101107995,1273.5199999999998,771.0199999999998,413.2699999999997,0.48115045013850405,0.23065270083102482,0.054276315789473534,0.019650277008310096,0.0072065443213294835,412,345
14823.42,3.2563169378916417,9.768950813674925,149,439.4200000000001,3628.2000000000226,2683.020000000017,1789.3600000000006,2214.840000000004,0.1921041700529169,146,195,50,36.914000000000065,88.86409933525837,439.4200000000001,8.256793045378048,6.105821309908553,303.82000000000005,189.82000000000008,104.47000000000007,0.5107186746165401,0.2649401483774067,0.098812070456511,0.0,0.007782986664239389,201,87
14822.96,2.8492806109613,8.5478418328839,151,1555.9599999999991,14885.199999999655,11922.319999999723,6918.679999999993,10002.599999999948,0.3083118389218774,147,210,64,166.70999999999913,322.2077293196632,1555.9599999999991,9.566569834699905,7.662356358775116,1144.1599999999992,740.8599999999991,428.4599999999991,0.5796807115864159,0.318105863903956,0.1085889097406098,0.05781639630838786,0.010257333093395162,1951,370
14822.24,2.462194143441983,7.386582430325949,150,1609.2399999999998,10509.559999999925,7471.1599999999435,6024.919999999998,6876.439999999988,0.12383151747124835,145,208,64,114.60733333333313,314.27493309662617,1609.2399999999998,6.53075986179807,4.642663617608277,1047.4399999999998,628.6399999999998,332.93999999999977,0.4109020407148715,0.2232358131788918,0.04613357858367912,0.010091720315179702,0.002013372772240177,60,298
14822.12,2.797427389584938,8.392282168754814,151,3055.120000000001,19689.480000000287,15232.080000000207,12449.960000000006,14485.080000000047,0.14049767070668814,146,209,64,241.41800000000077,632.1652279554769,3055.120000000001,6.4447484877845325,4.985755060357761,2161.7200000000007,1289.020000000001,688.6200000000008,0.5024745345518344,0.24160098457671078,0.05306501872266908,0.012477414962423994,0.0036397915630157892,1794,571
14822.24,2.8182263926093656,8.454679177828098,150,1251.2399999999998,8629.159999999933,6835.239999999951,5412.919999999998,6375.679999999988,0.1510050692631988,147,209,63,106.26133333333313,265.651111594805,1251.2399999999998,6.89648668520822,5.462772929254141,925.6399999999998,569.8399999999998,304.7899999999998,0.5916051277133083,0.28231194654902325,0.06332917745596352,0.016975160640644308,0.0089830887759341,1091,244
14823.12,2.702887345044185,8.108662035132554,151,2863.120000000001,18753.000000000262,13927.280000000195,11171.960000000006,13285.840000000046,0.15910774177620926,145,209,65,221.43066666666743,572.2481741979514,2863.120000000001,6.549847718572836,4.864371734331844,1943.1200000000008,1160.9200000000008,630.1200000000008,0.476096007153036,0.23859286372907898,0.05941769817541729,0.012615608147755173,0.005979490905026962,1185,550
14823.24,2.642423130386199,7.927269391158598,150,698.2399999999998,4895.759999999935,3399.19999999995,2478.9199999999983,2956.199999999988,0.16145051079087738,146,202,57,49.2699999999998,132.5872564263499,698.2399999999998,7.0115719523372135,4.868240146654375,433.2399999999998,256.93999999999977,136.93999999999977,0.3483615948670942,0.19082263978001807,0.04044454628780905,0.013233272227314082,0.014665444546287501,763,131
14821.54,3.1254439684627204,9.376331905388161,149,653.5400000000009,6026.100000000275,4946.900000000205,3045.320000000007,4276.8600000000515,0.287954246807244,145,208,64,71.28100000000086,140.96062965357856,653.5400000000009,9.220705695137662,7.5693913149925,499.3400000000009,323.6400000000009,191.59000000000088,0.6511307647580872,0.37723781252869076,0.10181473207454905,0.03601921841050409,0.01612755148881608,115,152
14822.56,3.156960563580103,9.470881690740308,151,3962.5599999999995,26150.27999999983,20891.599999999868,17009.479999999996,19978.039999999964,0.14859115308608722,146,210,65,332.96733333333276,847.3337122839437,3962.5599999999995,6.599339820721916,5.2722482435596865,2909.5599999999995,1778.259999999999,959.6599999999992,0.5457482031817814,0.2742065735282241,0.05969878058628753,0.0157877735605264,0.003926754421384028,1888,767
14822.92,3.0779213765137015,9.233764129541104,149,300.9200000000001,2476.000000000018,1661.760000000013,1061.3600000000006,1278.3200000000033,0.16972276112397694,145,175,31,21.30533333333339,53.77393121413222,300.9200000000001,8.228100491825128,5.522265053834948,179.92000000000007,109.22000000000007,58.57000000000007,0.3719260933138377,0.26890868004785345,0.03628871460853406,0.02299614515485867,0.013026718064602125,451,53
14822.28,3.033413918343489,9.100241755030467,147,199.28000000000065,1706.4000000001997,1345.8800000001447,739.2400000000052,910.6000000000295,0.18818361519879057,144,172,29,15.176666666667158,37.36275670890591,199.28000000000065,8.562826174228192,6.753713368125955,124.68000000000066,76.18000000000066,41.16600000000062,0.3928141308711381,0.27238057005219024,0.06162183861903159,0.03151344841429463,0.011441188277803329,529,26
14821.74,2.3984161440417298,7.195248432125189,150,1214.7399999999998,7663.999999999945,5527.719999999961,4514.919999999998,5213.959999999988,0.13407084058949273,144,208,65,86.89933333333313,234.0348066126537,1214.7399999999998,6.309169040288413,4.550537563593824,788.5399999999997,466.0399999999998,250.3899999999998,0.4410326489619177,0.19900554851243873,0.03847736964288637,0.015427169600078852,0.0030788481485748247,412,220
14822.36,2.5279240494919937,7.5837721484759815,148,141.36000000000058,1835.6000000001804,1344.0800000001327,572.8800000000047,896.800000000032,0.36119536128458496,144,193,50,14.9466666666672,27.21684445747199,141.36000000000058,12.985285795134217,9.508205998869038,97.36000000000058,61.96000000000058,36.91000000000058,0.5401810979060574,0.285512167515566,0.1369552914544461,0.044991511035657586,0.03084323712507473,1466,29
14822.42,2.6236615635405416,7.870984690621625,149,427.4200000000001,4684.180000000024,3754.4200000000183,2003.3600000000006,3036.2000000000044,0.3401752190237805,145,208,64,50.6033333333334,92.50540374606351,427.4200000000001,10.959197042721499,8.78391277899962,329.0200000000001,217.02000000000007,129.72000000000008,0.6256609423985776,0.3051331243273596,0.14135978662673732,0.06883159421646172,0.038416545786346144,263,107
14821.92,3.1102411482070003,9.330723444621,149,282.9200000000001,2311.560000000016,1591.3200000000106,1133.3600000000006,1301.2800000000025,0.1290421738595856,145,162,18,21.68800000000004,56.68589138989232,282.9200000000001,8.170366181252705,5.624628870352079,195.72000000000008,116.22000000000007,61.57400000000007,0.5334370139968897,0.24713699985861748,0.05980489184221712,0.006786370705500044,0.031528347235968014,763,53
14821.92,3.315659813672084,9.946979441016252,152,10465.92,66289.32000000002,47551.84000000002,39170.36,45946.2,0.14747334926500988,146,211,66,765.77,2010.16548924875,10465.92,6.33382636213539,4.543493548584359,6799.12,4080.3199999999997,2198.1699999999996,0.44906897816914326,0.2156446829327952,0.05990108848529323,0.014515685195377001,0.005534152754846212,1154,1982
